id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e1826,xiling_wujia,weibo,2025-10-01T07:56:35+08:00,2025-10-01T07:56:35+08:00,井盖松动没人处理，差点绊倒,"井盖,绊倒,松动,差点,处理",13,urban_operation,facility,失望,1.0,negative,1.0,medium,0.82,True,宜昌,relevant,金融保险服务,0,1,中国建设银行,,T2,中国建设银行(宜昌高峡支行),main,111.2831,30.7201,527112.4,3.3999715e+06,中国建设银行(宜昌高峡支行),金融保险服务,0.02,Very Negative,0.13,不满抱怨,不满抱怨,,
e1827,xiling_wujia,12345,2025-09-27T00:35:45+08:00,2025-09-27T00:35:45+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_governance,culture,喜爱,1.0,positive,1.0,low,0.91,True,宜昌,relevant,餐饮服务,6,2,清真菜馆,,T2,兰州拉面兴发广场,main,111.3246,30.6814,531099.3,3.3956942e+06,兰州拉面兴发广场,餐饮服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e1828,xiling_wujia,xiaohongshu,2025-10-04T01:42:44+08:00,2025-10-04T01:42:44+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,满足,1.0,positive,1.0,low,0.87,True,宜昌,relevant,商务住宅,1,0,住宅小区,,T2,虹桥国际公寓,main,111.3273,30.662,531364.3,3.3935475e+06,虹桥国际公寓,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e1829,xiling_wujia,meituan,2025-09-17T01:39:07+08:00,2025-09-17T01:39:07+08:00,价格普通,"普通,价格",4,urban_renewal,service,中性,0.298,neutral,0.298,medium,0.97,True,宜昌,relevant,体育休闲服务,6,0,三级甲等医院,,T2,优抚医院,main,111.3147,30.7178,530141.1,3.3997295e+06,优抚医院,体育休闲服务,0.57,Neutral,0.04,其他,其他,,
e1830,xiling_wujia,xiaohongshu,2025-09-27T05:00:47+08:00,2025-09-27T05:00:47+08:00,一般水平,"水平,一般",4,urban_renewal,service,好奇,0.298,neutral,0.298,low,0.97,True,宜昌,relevant,风景名胜,29,2,公园,,T2,城东公园,main,111.3203,30.6767,530693.44,3.3951778e+06,城东公园,风景名胜,0.43,Neutral,0.04,其他,其他,,
e1831,xiling_wujia,meituan,2025-09-22T21:15:34+08:00,2025-09-22T21:15:34+08:00,公交站牌更新了，线路清楚多了,"公交站,线路,更新,清楚",14,urban_renewal,facility,喜爱,0.66,positive,0.66,high,0.84,True,宜昌,relevant,生活服务,1,5,生活服务场所,,T2,伍投·璞境营销中心,main,111.3583,30.6529,534345.06,3.3925425e+06,伍投·璞境营销中心,生活服务,0.73,Positive,0.14,喜悦满意,喜悦满意,,
e1832,xiling_wujia,weibo,2025-09-26T18:07:40+08:00,2025-09-26T18:07:40+08:00,夜市开市了，烟火气十足，热闹,"夜市,烟火,十足,开市,热闹",14,urban_operation,event,满足,1.0,positive,1.0,medium,0.8,True,宜昌,relevant,购物服务,1,8,购物相关场所,,T2,雅斯超市(喜盈门店),main,111.3777,30.6743,536191.25,3.3949295e+06,雅斯超市(喜盈门店),购物服务,0.96,Very Positive,0.14,喜悦满意,喜悦满意,,
e1833,xiling_wujia,12345,2025-09-27T18:26:07+08:00,2025-09-27T18:26:07+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_operation,service,喜爱,0.82,positive,0.82,low,0.82,True,宜昌,relevant,风景名胜,7,0,城市广场,,T2,五一广场,main,111.3531,30.6469,533841.4,3.391878e+06,五一广场,风景名胜,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e1834,xiling_wujia,weibo,2025-10-03T09:41:48+08:00,2025-10-03T09:41:48+08:00,路边的树被乱砍，心疼,"乱砍,心疼,路边",10,urban_operation,environment,愤怒,1.0,negative,1.0,high,0.8,True,宜昌,relevant,住宿服务,1,0,宾馆酒店,,T2,宜昌佳缘酒店(万达广场店),main,111.3123,30.6751,529925.25,3.394998e+06,宜昌佳缘酒店(万达广场店),住宿服务,0.01,Very Negative,0.1,不满抱怨,不满抱怨,,
e1835,xiling_wujia,dianping,2025-09-18T21:26:14+08:00,2025-09-18T21:26:14+08:00,一般般,一般般,3,urban_operation,culture,中性,0.2,neutral,0.2,low,0.84,True,宜昌,relevant,生活服务,2,0,维修站点,,T2,vivo官方客户服务中心(东山大道店),main,111.2921,30.7009,527984.0,3.397852e+06,vivo官方客户服务中心(东山大道店),生活服务,0.5,Neutral,0.03,其他,其他,,
e1836,xiling_wujia,xiaohongshu,2025-09-17T09:23:21+08:00,2025-09-17T09:23:21+08:00,也就那样吧,那样,5,urban_governance,service,中性,0.242,neutral,0.242,high,0.82,True,宜昌,relevant,体育休闲服务,0,2,整形美容,,T2,伊莱美整形美容,main,111.2809,30.7023,526906.44,3.398004e+06,伊莱美整形美容,体育休闲服务,0.53,Neutral,0.05,其他,其他,,
e1837,xiling_wujia,weibo,2025-09-18T22:55:55+08:00,2025-09-18T22:55:55+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_operation,service,喜爱,0.56,positive,0.56,high,0.81,True,宜昌,relevant,生活服务,0,0,生活服务场所,,T2,合和大唐足道•泰式SPA(城市之光店),main,111.3128,30.7027,529967.44,3.3980582e+06,合和大唐足道•泰式SPA(城市之光店),生活服务,0.68,Positive,0.11,不满抱怨,不满抱怨,,
e1838,xiling_wujia,meituan,2025-09-22T19:24:40+08:00,2025-09-22T19:24:40+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,喜爱,1.0,positive,1.0,high,0.86,True,宜昌,relevant,金融保险服务,0,0,中国农业银行,,T2,中国农业银行(三峡桔乡路支行),main,111.378,30.6721,536227.0,3.3946825e+06,中国农业银行(三峡桔乡路支行),金融保险服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e1839,xiling_wujia,dianping,2025-10-04T12:58:14+08:00,2025-10-04T12:58:14+08:00,剧院演出水准很高，推荐,"水准,剧院,演出,推荐",11,urban_governance,culture,期待,1.0,positive,1.0,high,0.86,True,宜昌,relevant,金融保险服务,5,2,银行,,T2,湖北银行(白龙岗支行),main,111.2987,30.6981,528616.94,3.397545e+06,湖北银行(白龙岗支行),金融保险服务,0.99,Very Positive,0.11,喜悦满意,喜悦满意,,
e1840,xiling_wujia,dianping,2025-09-25T09:12:25+08:00,2025-09-25T09:12:25+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_governance,service,喜爱,0.82,positive,0.82,medium,0.89,True,宜昌,relevant,商务住宅,0,3,住宅小区,,T2,宜化山语城,main,111.3295,30.6759,531579.25,3.395092e+06,宜化山语城,商务住宅,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e1841,xiling_wujia,dianping,2025-09-22T10:25:44+08:00,2025-09-22T10:25:44+08:00,普普通通,普普通通,4,urban_planning,event,好奇,0.2,neutral,0.2,high,0.94,True,宜昌,relevant,金融保险服务,0,6,中国建设银行,,T2,中国建设银行(宜昌五一广场支行),main,111.358,30.6557,534309.2,3.3928545e+06,中国建设银行(宜昌五一广场支行),金融保险服务,0.5,Neutral,0.04,其他,其他,,
e1842,xiling_wujia,xiaohongshu,2025-09-20T08:38:08+08:00,2025-09-20T08:38:08+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_operation,service,满足,1.0,positive,1.0,high,0.92,True,宜昌,relevant,交通设施服务,1,2,公共停车场,,T2,宜昌市第二人民医院东门院区停车场,main,111.279,30.7062,526723.5,3.3984315e+06,宜昌市第二人民医院东门院区停车场,交通设施服务,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e1843,xiling_wujia,dianping,2025-10-03T13:27:43+08:00,2025-10-03T13:27:43+08:00,滨江公园散步看江景很惬意，环境真好,"江景,滨江,惬意,散步,公园",17,urban_operation,environment,喜爱,1.0,positive,1.0,high,0.81,True,宜昌,relevant,商务住宅,3,1,宿舍,,T2,三峡大学沁苑学生公寓,main,111.3119,30.7195,529878.0,3.3999185e+06,三峡大学沁苑学生公寓,商务住宅,1.0,Very Positive,0.17,喜悦满意,喜悦满意,,
e1844,xiling_wujia,xiaohongshu,2025-09-29T09:53:20+08:00,2025-09-29T09:53:20+08:00,一般般,一般般,3,urban_governance,service,中性,0.2,neutral,0.2,low,0.96,True,宜昌,relevant,住宿服务,4,0,宾馆酒店,,T2,宜昌永莲红快捷酒店(港窑路店),main,111.3112,30.6881,529813.3,3.396436e+06,宜昌永莲红快捷酒店(港窑路店),住宿服务,0.5,Neutral,0.03,其他,其他,,
e1845,xiling_wujia,meituan,2025-10-03T14:06:22+08:00,2025-10-03T14:06:22+08:00,公厕翻新后干净整洁，维护得很好,"公厕,翻新,整洁,干净,维护",15,urban_operation,facility,期待,1.0,positive,1.0,low,0.99,True,宜昌,relevant,风景名胜,3,1,旅游景点,,T2,求索溪,main,111.3089,30.7215,529583.1,3.4001362e+06,求索溪,风景名胜,0.93,Very Positive,0.15,喜悦满意,喜悦满意,,
e1846,xiling_wujia,12345,2025-09-21T05:19:22+08:00,2025-09-21T05:19:22+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_governance,service,期待,1.0,positive,1.0,low,0.83,True,宜昌,relevant,风景名胜,7,15,回教寺,,T2,清真寺,main,111.279,30.7046,526729.6,3.3982615e+06,清真寺,风景名胜,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e1847,xiling_wujia,meituan,2025-09-24T17:53:24+08:00,2025-09-24T17:53:24+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_operation,facility,满足,1.0,positive,1.0,medium,0.95,True,宜昌,relevant,商务住宅,22,0,住宅区,,T2,天玺,main,111.2962,30.7209,528372.94,3.400065e+06,天玺,商务住宅,0.94,Very Positive,0.12,喜悦满意,喜悦满意,,
e1848,xiling_wujia,dianping,2025-09-15T03:18:25+08:00,2025-09-15T03:18:25+08:00,就这样吧,这样,4,urban_planning,environment,中性,0.242,neutral,0.242,low,0.93,True,宜昌,relevant,科教文化服务,16,17,中学,,T2,宜昌市外国语初级中学北山校区,main,111.295,30.6932,528265.06,3.396994e+06,宜昌市外国语初级中学北山校区,科教文化服务,0.53,Neutral,0.04,其他,其他,,
e1849,xiling_wujia,dianping,2025-10-04T04:31:28+08:00,2025-10-04T04:31:28+08:00,充电桩坏了好几个一直没人修,"没人修,充电,好几个,一直",13,urban_operation,facility,失望,1.0,negative,1.0,low,0.87,True,宜昌,relevant,科教文化服务,4,1,学校,,T2,金东方学校(西陵校区),main,111.3209,30.6881,530743.9,3.3964432e+06,金东方学校(西陵校区),科教文化服务,0.04,Very Negative,0.13,不满抱怨,不满抱怨,,
e1850,xiling_wujia,meituan,2025-10-03T23:16:40+08:00,2025-10-03T23:16:40+08:00,文物修缮太敷衍，丢了原味，可惜,"原味,修缮,敷衍,文物,可惜",15,urban_operation,culture,愤怒,1.0,negative,1.0,medium,0.83,True,宜昌,relevant,购物服务,4,0,公司,,T2,欧亚达家居(宜昌西陵旗舰店),main,111.2929,30.7184,528058.1,3.3997862e+06,欧亚达家居(宜昌西陵旗舰店),购物服务,0.08,Very Negative,0.15,不满抱怨,不满抱怨,,
e1851,xiling_wujia,12345,2025-09-17T04:16:59+08:00,2025-09-17T04:16:59+08:00,停车场收费贵还找不到位，真坑,"真坑,停车场,收费,到位",14,urban_operation,facility,愤怒,1.0,negative,1.0,medium,0.96,True,宜昌,relevant,购物服务,2,3,建材五金市场,,T2,立邦官方(宜昌金东山店),main,111.3227,30.703,530914.94,3.398087e+06,立邦官方(宜昌金东山店),购物服务,0.02,Very Negative,0.14,不满抱怨,不满抱怨,,
e1852,xiling_wujia,meituan,2025-09-25T15:03:29+08:00,2025-09-25T15:03:29+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_operation,environment,失望,1.0,negative,1.0,low,0.78,True,宜昌,relevant,商务住宅,1,1,产业园区,,T2,清华科技园,main,111.3272,30.7137,531340.25,3.3992755e+06,清华科技园,商务住宅,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e1853,xiling_wujia,meituan,2025-09-21T12:36:37+08:00,2025-09-21T12:36:37+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_governance,service,满足,0.82,positive,0.82,low,0.85,True,宜昌,relevant,风景名胜,2,0,城市广场,,T2,五一广场,main,111.353,30.6467,533834.06,3.3918618e+06,五一广场,风景名胜,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e1854,xiling_wujia,weibo,2025-09-28T19:48:27+08:00,2025-09-28T19:48:27+08:00,江边垃圾没人清理，味道难闻,"难闻,江边,垃圾,清理,味道",13,urban_operation,environment,愤怒,1.0,negative,1.0,high,0.81,True,宜昌,relevant,政府机构及社会团体,10,5,区县级政府及事业单位,,T2,伍家岗区人力资源和社会保障局,main,111.3253,30.6674,531178.9,3.3941452e+06,伍家岗区人力资源和社会保障局,政府机构及社会团体,0.01,Very Negative,0.13,不满抱怨,不满抱怨,,
e1855,xiling_wujia,meituan,2025-09-23T20:46:07+08:00,2025-09-23T20:46:07+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品",13,urban_renewal,culture,失望,0.91,negative,0.91,medium,0.96,True,宜昌,relevant,交通设施服务,15,0,公交车站相关,,T2,BRT二十二中(公交站),main,111.2875,30.7216,527533.2,3.400146e+06,BRT二十二中(公交站),交通设施服务,0.22,Negative,0.13,不满抱怨,不满抱怨,,
e1856,xiling_wujia,xiaohongshu,2025-09-24T02:20:36+08:00,2025-09-24T02:20:36+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,失望,0.83,negative,0.83,low,0.83,True,宜昌,relevant,金融保险服务,20,4,中国农业银行,,T2,中国农业银行(三峡大学支行),main,111.3144,30.7279,530111.94,3.4008542e+06,中国农业银行(三峡大学支行),金融保险服务,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e1857,xiling_wujia,xiaohongshu,2025-09-21T19:34:01+08:00,2025-09-21T19:34:01+08:00,窗口排队两小时，办事效率太低,"办事效率,太低,排队,窗口,小时",14,urban_renewal,service,愤怒,1.0,negative,1.0,low,0.89,True,宜昌,relevant,购物服务,15,0,购物中心,,T2,大洋百货(宜昌店),main,111.2853,30.7099,527333.5,3.3988438e+06,大洋百货(宜昌店),购物服务,0.04,Very Negative,0.14,不满抱怨,不满抱怨,,
e1858,xiling_wujia,12345,2025-09-19T13:13:17+08:00,2025-09-19T13:13:17+08:00,江水有异味，怀疑有排污,"异味,排污,江水,怀疑",11,urban_operation,environment,愤怒,1.0,negative,1.0,high,0.9,True,宜昌,relevant,体育休闲服务,7,18,药房,,T2,宜草堂大药房(万达广场店),main,111.3013,30.6846,528865.2,3.396041e+06,宜草堂大药房(万达广场店),体育休闲服务,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e1859,xiling_wujia,dianping,2025-09-28T07:28:11+08:00,2025-09-28T07:28:11+08:00,也就那样吧,那样,5,urban_operation,service,好奇,0.242,neutral,0.242,low,0.84,True,宜昌,relevant,商务住宅,8,3,住宅小区,,T2,九安城,main,111.3451,30.6758,533069.75,3.3950768e+06,九安城,商务住宅,0.53,Neutral,0.05,其他,其他,,
e1860,xiling_wujia,dianping,2025-09-22T15:02:52+08:00,2025-09-22T15:02:52+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_governance,culture,满足,1.0,positive,1.0,high,0.89,True,宜昌,relevant,购物服务,8,2,超市,,T2,雅斯超市(香山福久源店),main,111.3574,30.6538,534258.8,3.3926492e+06,雅斯超市(香山福久源店),购物服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e1861,xiling_wujia,xiaohongshu,2025-09-28T15:10:51+08:00,2025-09-28T15:10:51+08:00,江滩改造后面貌一新，很赞,"江滩,面貌一新,很赞,改造",12,urban_governance,environment,满足,1.0,positive,1.0,high,0.98,True,宜昌,relevant,政府机构及社会团体,4,1,公司,,T2,宜昌市城区烟草专卖局,main,111.2883,30.7028,527615.0,3.39806e+06,宜昌市城区烟草专卖局,政府机构及社会团体,0.91,Very Positive,0.12,期待建议,期待建议,,
e1862,xiling_wujia,weibo,2025-10-02T21:40:38+08:00,2025-10-02T21:40:38+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,愤怒,0.83,negative,0.83,low,0.93,True,宜昌,relevant,购物服务,13,4,普通商场,,T2,国贸南楼,main,111.2914,30.7038,527915.25,3.3981748e+06,国贸南楼,购物服务,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e1863,xiling_wujia,meituan,2025-09-15T08:28:17+08:00,2025-09-15T08:28:17+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_renewal,environment,愤怒,1.0,negative,1.0,high,0.82,True,宜昌,relevant,生活服务,12,3,洗浴推拿场所,,T2,豪爵足道plus店,main,111.285,30.7144,527298.25,3.3993482e+06,豪爵足道plus店,生活服务,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e1864,xiling_wujia,dianping,2025-09-21T05:32:55+08:00,2025-09-21T05:32:55+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_operation,service,喜爱,0.82,positive,0.82,medium,0.91,True,宜昌,relevant,体育休闲服务,8,3,医疗保健服务场所,,T2,宜昌市中心血站(大连路),main,111.3131,30.7018,529996.25,3.3979548e+06,宜昌市中心血站(大连路),体育休闲服务,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e1865,xiling_wujia,meituan,2025-09-29T19:03:35+08:00,2025-09-29T19:03:35+08:00,江边垃圾没人清理，味道难闻,"难闻,江边,垃圾,清理,味道",13,urban_operation,environment,失望,1.0,negative,1.0,medium,0.92,True,宜昌,relevant,休闲娱乐,17,1,电影院,,T2,太平洋影城(宜昌华祥店),main,111.2943,30.7205,528192.7,3.40002e+06,太平洋影城(宜昌华祥店),休闲娱乐,0.01,Very Negative,0.13,不满抱怨,不满抱怨,,
e1866,xiling_wujia,dianping,2025-09-16T14:53:07+08:00,2025-09-16T14:53:07+08:00,没什么特别,"没什么,特别",5,urban_operation,service,中性,0.256,neutral,0.256,high,0.81,True,宜昌,relevant,科教文化服务,0,1,图书馆,,T2,三峡大学图书馆,main,111.3109,30.7265,529775.75,3.400699e+06,三峡大学图书馆,科教文化服务,0.46,Neutral,0.05,其他,其他,,
e1867,xiling_wujia,dianping,2025-09-15T22:17:10+08:00,2025-09-15T22:17:10+08:00,磨基山公园绿化做得漂亮,"磨基山,绿化,公园,漂亮",11,urban_operation,environment,满足,1.0,positive,1.0,high,0.92,True,宜昌,relevant,住宿服务,26,0,宾馆酒店,,T2,宜昌永莲红快捷酒店(港窑路店),main,111.3105,30.6884,529750.8,3.396474e+06,宜昌永莲红快捷酒店(港窑路店),住宿服务,0.97,Very Positive,0.11,喜悦满意,喜悦满意,,
e1868,xiling_wujia,12345,2025-09-19T20:03:50+08:00,2025-09-19T20:03:50+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_governance,service,喜爱,1.0,positive,1.0,high,0.8,True,宜昌,relevant,休闲娱乐,0,4,电影院,,T2,太平洋影城(宜昌华祥店),main,111.2941,30.7196,528169.9,3.399919e+06,太平洋影城(宜昌华祥店),休闲娱乐,0.99,Very Positive,0.14,喜悦满意,喜悦满意,,
e1869,xiling_wujia,dianping,2025-09-30T22:14:10+08:00,2025-09-30T22:14:10+08:00,活动结束垃圾满地没人扫，太乱,"太乱,满地,垃圾,没人,结束",14,urban_operation,event,愤怒,1.0,negative,1.0,low,0.79,True,宜昌,relevant,商务住宅,0,4,住宅小区,,T2,正泰玫瑰园,main,111.3285,30.6696,531477.94,3.3943935e+06,正泰玫瑰园,商务住宅,0.1,Very Negative,0.14,不满抱怨,不满抱怨,,
e1870,xiling_wujia,dianping,2025-09-21T13:58:15+08:00,2025-09-21T13:58:15+08:00,施工噪音半夜还在响，扰民,"扰民,噪音,半夜,施工",12,urban_governance,facility,愤怒,1.0,negative,1.0,high,0.85,True,宜昌,relevant,生活服务,11,4,洗浴推拿场所,,T2,浙足轩影院足浴·自助餐·轻奢SPA(宜昌二店),main,111.2828,30.7012,527095.06,3.3978812e+06,浙足轩影院足浴·自助餐·轻奢SPA(宜昌二店),生活服务,0.01,Very Negative,0.12,失望厌恶,失望厌恶,,
e1871,xiling_wujia,xiaohongshu,2025-09-24T22:56:36+08:00,2025-09-24T22:56:36+08:00,灯光秀很震撼，点赞,"点赞,震撼,灯光",9,urban_renewal,event,期待,1.0,positive,1.0,low,0.94,True,宜昌,relevant,购物服务,2,1,手机销售,,T2,Apple授权专营店(西陵大洋百货店),main,111.2853,30.7095,527328.1,3.3988015e+06,Apple授权专营店(西陵大洋百货店),购物服务,1.0,Very Positive,0.09,喜悦满意,喜悦满意,,
e1872,xiling_wujia,xiaohongshu,2025-09-22T23:15:52+08:00,2025-09-22T23:15:52+08:00,价格普通,"普通,价格",4,urban_operation,service,中性,0.298,neutral,0.298,low,0.98,True,宜昌,relevant,购物服务,8,3,购物相关场所,,T2,鑫怡广场,main,111.3138,30.6922,530064.25,3.3968918e+06,鑫怡广场,购物服务,0.57,Neutral,0.04,其他,其他,,
e1873,xiling_wujia,dianping,2025-09-18T01:43:56+08:00,2025-09-18T01:43:56+08:00,街区活动吸引很多人，有活力,"街区,活力,吸引,很多,活动",13,urban_governance,event,喜爱,1.0,positive,1.0,low,0.92,True,宜昌,relevant,政府机构及社会团体,18,0,交通管理机构,,T2,宜昌市公安局交通警察支队西陵大队云集中队,main,111.2892,30.6954,527710.75,3.397238e+06,宜昌市公安局交通警察支队西陵大队云集中队,政府机构及社会团体,0.97,Very Positive,0.13,喜悦满意,喜悦满意,,
e1874,xiling_wujia,meituan,2025-09-26T03:52:38+08:00,2025-09-26T03:52:38+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_operation,environment,愤怒,1.0,negative,1.0,medium,0.94,True,宜昌,relevant,科教文化服务,0,6,学校,,T2,三峡电力职业学院-2号教学楼,main,111.3031,30.7115,529031.9,3.399028e+06,三峡电力职业学院-2号教学楼,科教文化服务,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e1875,xiling_wujia,meituan,2025-09-26T04:14:32+08:00,2025-09-26T04:14:32+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_planning,service,期待,1.0,positive,1.0,medium,0.87,True,宜昌,relevant,商务住宅,3,2,住宅小区,,T2,东山花园,main,111.3094,30.7135,529635.75,3.3992495e+06,东山花园,商务住宅,0.99,Very Positive,0.14,喜悦满意,喜悦满意,,
e1876,xiling_wujia,dianping,2025-10-03T13:55:41+08:00,2025-10-03T13:55:41+08:00,普通,普通,2,urban_operation,environment,中性,0.242,neutral,0.242,medium,0.99,True,宜昌,relevant,风景名胜,7,5,城市广场,,T2,宜昌夷陵广场,main,111.2873,30.7051,527521.25,3.3983205e+06,宜昌夷陵广场,风景名胜,0.53,Neutral,0.02,其他,其他,,
e1877,xiling_wujia,meituan,2025-09-17T07:29:24+08:00,2025-09-17T07:29:24+08:00,文创市集周末很火，氛围好,"文创,很火,市集,氛围,周末",12,urban_operation,event,喜爱,1.0,positive,1.0,high,0.83,True,宜昌,relevant,体育休闲服务,13,2,医疗保健用品,,T2,惠耳听力助听器(宜昌CBD店),main,111.2875,30.7098,527540.0,3.39884e+06,惠耳听力助听器(宜昌CBD店),体育休闲服务,0.95,Very Positive,0.12,喜悦满意,喜悦满意,,
e1878,xiling_wujia,meituan,2025-09-19T05:01:05+08:00,2025-09-19T05:01:05+08:00,夜市开市了，烟火气十足，热闹,"夜市,烟火,十足,开市,热闹",14,urban_operation,event,期待,1.0,positive,1.0,low,0.89,True,宜昌,relevant,商务住宅,2,7,商务写字楼,,T2,九州大厦,main,111.286,30.705,527401.94,3.3983088e+06,九州大厦,商务住宅,0.96,Very Positive,0.14,喜悦满意,喜悦满意,,
e1879,xiling_wujia,dianping,2025-09-30T00:28:35+08:00,2025-09-30T00:28:35+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_renewal,service,期待,0.82,positive,0.82,medium,0.97,True,宜昌,relevant,公司企业,9,0,公司,,T2,浙江二建宜昌钢结构有限公司,main,111.3238,30.704,531019.94,3.3981998e+06,浙江二建宜昌钢结构有限公司,公司企业,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e1880,xiling_wujia,xiaohongshu,2025-09-21T16:37:17+08:00,2025-09-21T16:37:17+08:00,就这样吧,这样,4,urban_operation,environment,中性,0.242,neutral,0.242,low,0.93,True,宜昌,relevant,科教文化服务,0,1,小学,,T2,宜昌市伍家岗区外国语小学,main,111.3653,30.6394,535015.6,3.3910558e+06,宜昌市伍家岗区外国语小学,科教文化服务,0.53,Neutral,0.04,其他,其他,,
e1881,xiling_wujia,12345,2025-09-23T04:09:26+08:00,2025-09-23T04:09:26+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_governance,environment,失望,1.0,negative,1.0,high,0.92,True,宜昌,relevant,交通设施服务,8,1,公交车站相关,,T2,南苑小区(公交站),main,111.3089,30.6939,529598.4,3.3970792e+06,南苑小区(公交站),交通设施服务,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e1882,xiling_wujia,meituan,2025-09-18T06:14:34+08:00,2025-09-18T06:14:34+08:00,BRT 快速公交准点又方便，出行省心,"准点,BRT,公交,行省,方便",18,urban_renewal,facility,满足,0.98,positive,0.98,low,0.9,True,宜昌,relevant,餐饮服务,29,2,中餐厅,,T2,华子夜宵五七油焖大虾,main,111.2883,30.6931,527618.44,3.3969828e+06,华子夜宵五七油焖大虾,餐饮服务,0.89,Very Positive,0.18,喜悦满意,喜悦满意,,
e1883,xiling_wujia,xiaohongshu,2025-10-03T14:45:53+08:00,2025-10-03T14:45:53+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_governance,service,喜爱,0.56,positive,0.56,high,0.97,True,宜昌,relevant,住宿服务,2,0,宾馆酒店,,T2,宜昌美庭快捷酒店,main,111.3641,30.6364,534900.2,3.3907175e+06,宜昌美庭快捷酒店,住宿服务,0.68,Positive,0.11,不满抱怨,不满抱怨,,
e1884,xiling_wujia,meituan,2025-09-28T23:48:01+08:00,2025-09-28T23:48:01+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,喜爱,1.0,positive,1.0,medium,0.83,True,宜昌,relevant,风景名胜,4,2,纪念馆,,T2,宜昌大撤退纪念园,main,111.2906,30.6878,527842.56,3.3963965e+06,宜昌大撤退纪念园,风景名胜,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e1885,xiling_wujia,dianping,2025-10-04T15:33:12+08:00,2025-10-04T15:33:12+08:00,街道两旁的银杏秋天特别美,"银杏,秋天,两旁,街道,特别",12,urban_governance,environment,喜爱,1.0,positive,1.0,high,0.95,True,宜昌,relevant,住宿服务,4,2,宾馆酒店,,T2,宜昌晶铂思酒店,main,111.3152,30.6973,530199.6,3.3974542e+06,宜昌晶铂思酒店,住宿服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
