point_count,cell_id,n_民生基础,n_安全韧性,n_噪声,n_住宅,n_物业,n_停车,n_出行,n_管网安全,n_出行安全,n_消防安全,n_环境安全,n_其他,n_ev_投诉,n_ev_求助,n_ev_建议,n_ev_其他,top_community,n_in_xw,n_in_174,in_xw,in_174,top_class9,top_class9_count,top_aspect
10,grid_400_8515_1331,7,3,4,1,0,1,1,0,0,0,3,0,10,0,0,0,黄金卡社区,0,10,False,True,噪声,4,民生基础
11,grid_400_8490_1332,11,0,5,0,3,2,1,0,0,0,0,0,8,2,1,0,,11,0,True,False,噪声,5,民生基础
2,grid_400_8478_1339,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,柏临河路社区,2,2,True,False,噪声,1,民生基础
4,grid_400_8458_1361,2,2,0,0,0,1,1,1,1,0,0,0,2,2,0,0,,0,0,False,False,停车,1,民生基础
3,grid_400_8501_1333,0,3,0,0,0,0,0,2,1,0,0,0,0,3,0,0,石板社区,3,3,True,True,管网安全,2,安全韧性
1,grid_400_8526_1441,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
11,grid_400_8492_1314,9,2,1,2,1,0,5,0,2,0,0,0,4,5,2,0,朱市街社区,0,1,False,False,出行,5,民生基础
1,grid_400_8514_1331,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,黄金卡社区,0,1,False,True,物业,1,民生基础
4,grid_400_8410_1360,4,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,,0,0,False,False,噪声,3,民生基础
2,grid_400_8489_1332,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,枫香树社区,2,2,True,True,噪声,1,民生基础
22,grid_400_8477_1339,20,2,3,4,5,3,5,1,1,0,0,0,16,4,2,0,柏临河路社区,22,22,True,True,物业,5,民生基础
3,grid_400_8491_1314,3,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,,0,0,False,True,噪声,1,民生基础
2,grid_400_8485_1319,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,谭家河社区,0,2,False,True,噪声,1,民生基础
2,grid_400_8404_1354,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,,0,0,False,False,物业,1,民生基础
31,grid_400_8488_1332,28,3,5,1,6,12,4,1,2,0,0,0,26,4,1,0,白家冲社区,31,31,True,True,停车,12,民生基础
2,grid_400_8476_1339,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,柏临河路社区,2,2,True,True,物业,1,民生基础
1,grid_400_8546_1334,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
6,grid_400_8479_1298,1,5,0,0,0,0,1,1,4,0,0,0,1,2,3,0,,0,0,False,False,出行安全,4,安全韧性
1,grid_400_8501_1315,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,甲街社区,1,1,True,True,物业,1,民生基础
2,grid_400_8444_1360,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,新金岭社区,0,2,False,True,出行安全,2,安全韧性
1,grid_400_8408_1360,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,False,False,住宅,1,民生基础
8,grid_400_8450_1355,7,1,2,1,4,0,0,1,0,0,0,0,4,4,0,0,蔡家畈社区,0,8,False,True,物业,4,民生基础
1,grid_400_8488_1379,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,False,False,出行安全,1,安全韧性
1,grid_400_8406_1383,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,False,False,出行安全,1,安全韧性
1,grid_400_8457_1343,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,False,False,出行安全,1,安全韧性
1,grid_400_8474_1339,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,1,0,True,False,停车,1,民生基础
26,grid_400_8510_1339,21,5,5,4,2,5,5,1,4,0,0,0,22,1,3,0,,0,0,False,False,噪声,5,民生基础
1,grid_400_8487_1337,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,金巴岭社区,1,1,True,False,管网安全,1,安全韧性
20,grid_400_8495_1317,13,7,4,2,5,1,1,6,1,0,0,0,13,7,0,0,气象台社区,20,20,True,True,管网安全,6,民生基础
1,grid_400_8495_1302,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,False,False,出行,1,民生基础
32,grid_400_8511_1321,30,2,9,5,2,13,1,0,1,1,0,0,29,2,1,0,港虹社区,0,32,False,True,停车,13,民生基础
5,grid_400_8474_1386,4,1,1,1,2,0,0,0,1,0,0,0,5,0,0,0,,0,0,False,False,物业,2,民生基础
8,grid_400_8487_1314,6,2,0,2,2,0,2,2,0,0,0,0,4,4,0,0,五龙社区,0,8,False,True,住宅,2,民生基础
51,grid_400_8472_1339,38,13,9,11,8,8,2,8,4,0,1,0,46,4,1,0,,51,0,True,False,住宅,11,民生基础
12,grid_400_8494_1317,11,1,5,3,1,1,1,0,1,0,0,0,6,6,0,0,解放路社区,12,12,True,True,噪声,5,民生基础
18,grid_400_8499_1320,15,3,7,0,6,2,0,0,2,1,0,0,11,6,1,0,常刘路社区,18,18,True,True,噪声,7,民生基础
3,grid_400_8479_1342,3,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,,3,0,True,False,停车,2,民生基础
1,grid_400_8510_1321,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,港虹社区,0,1,False,True,物业,1,民生基础
3,grid_400_8533_1439,3,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,,0,0,False,False,噪声,1,民生基础
15,grid_400_8471_1339,8,7,3,0,0,0,5,3,4,0,0,0,10,2,3,0,,15,0,True,False,出行,5,民生基础
12,grid_400_8465_1344,12,0,1,8,3,0,0,0,0,0,0,0,12,0,0,0,磨盘社区,0,12,False,True,住宅,8,民生基础
12,grid_400_8493_1317,12,0,3,3,1,1,4,0,0,0,0,0,11,1,0,0,小林园社区,12,12,True,True,出行,4,民生基础
6,grid_400_8488_1296,6,0,2,0,0,1,3,0,0,0,0,0,5,1,0,0,,0,0,False,False,出行,3,民生基础
7,grid_400_8498_1320,7,0,2,0,3,2,0,0,0,0,0,0,5,2,0,0,营盘路社区,7,7,True,True,物业,3,民生基础
1,grid_400_8483_1402,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,False,False,出行安全,1,安全韧性
2,grid_400_8492_1317,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,二马路社区,2,2,True,True,出行安全,2,安全韧性
54,grid_400_8497_1320,36,18,7,4,7,3,15,9,8,1,0,0,39,8,7,0,绿萝路社区,54,54,True,True,出行,15,民生基础
1,grid_400_8519_1337,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,物业,1,民生基础
3,grid_400_8528_1302,3,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,,0,0,False,False,噪声,1,民生基础
5,grid_400_8496_1320,3,2,0,0,0,1,2,0,2,0,0,0,3,1,1,0,香锦社区,5,5,True,True,出行,2,民生基础
8,grid_400_8490_1325,6,2,3,0,1,1,1,0,0,2,0,0,8,0,0,0,苏家榜社区,8,8,True,True,噪声,3,民生基础
5,grid_400_8482_1337,4,1,0,0,2,0,2,0,1,0,0,0,5,0,0,0,东站路社区,5,5,True,True,物业,2,民生基础
1,grid_400_8392_1349,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
41,grid_400_8495_1320,31,10,5,2,4,14,6,2,7,1,0,0,31,6,4,0,山庄路社区,41,41,True,True,停车,14,民生基础
16,grid_400_8489_1325,15,1,4,6,3,1,1,1,0,0,0,0,15,1,0,0,山河园路社区,16,9,True,True,住宅,6,民生基础
9,grid_400_8481_1337,7,2,4,0,2,1,0,2,0,0,0,0,7,2,0,0,东站路社区,9,9,True,True,噪声,4,民生基础
2,grid_400_8475_1342,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,,2,0,True,True,物业,1,民生基础
3,grid_400_8506_1321,2,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,,3,0,True,False,物业,1,民生基础
1,grid_400_8501_1318,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,石子岭社区,1,1,True,True,管网安全,1,安全韧性
23,grid_400_8494_1320,15,8,3,9,1,1,1,6,2,0,0,0,14,9,0,0,山庄路社区,23,23,True,True,住宅,9,民生基础
13,grid_400_8488_1325,7,6,2,0,3,1,1,1,5,0,0,0,10,2,1,0,张家坡社区,13,9,True,False,出行安全,5,民生基础
1,grid_400_8500_1318,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,长樵溪社区,1,1,True,True,出行安全,1,安全韧性
3,grid_400_8346_1268,1,2,1,0,0,0,0,1,0,1,0,0,2,1,0,0,,0,0,False,False,噪声,1,安全韧性
4,grid_400_8488_1317,4,0,1,0,3,0,0,0,0,0,0,0,3,1,0,0,红光社区,0,4,False,True,物业,3,民生基础
10,grid_400_8493_1320,5,5,2,0,2,0,1,4,0,1,0,0,6,4,0,0,赵家湾社区,10,10,True,True,管网安全,4,民生基础
20,grid_400_8499_1318,18,2,6,5,5,1,1,1,1,0,0,0,19,1,0,0,西峡社区,20,20,True,True,噪声,6,民生基础
26,grid_400_8487_1325,24,2,9,2,5,7,1,0,1,1,0,0,23,3,0,0,宝联社区,26,26,True,True,噪声,9,民生基础
8,grid_400_8473_1342,7,1,4,1,1,0,1,1,0,0,0,0,8,0,0,0,,8,0,True,False,噪声,4,民生基础
2,grid_400_8443_1283,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,,0,0,False,False,管网安全,2,安全韧性
5,grid_400_8511_1324,5,0,2,3,0,0,0,0,0,0,0,0,5,0,0,0,冯家湾社区,0,5,False,True,住宅,3,民生基础
1,grid_400_8487_1317,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,五龙社区,0,1,False,True,物业,1,民生基础
88,grid_400_8492_1320,69,19,19,22,20,6,2,8,8,3,0,0,57,28,3,0,胜利四路社区,88,88,True,True,住宅,22,民生基础
1,grid_400_8354_1346,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,物业,1,民生基础
21,grid_400_8485_1340,21,0,5,6,2,7,1,0,0,0,0,0,21,0,0,0,,21,0,True,True,停车,7,民生基础
13,grid_400_8479_1345,11,2,3,0,1,4,3,1,1,0,0,0,12,1,0,0,花溪路社区,13,13,True,True,停车,4,民生基础
1,grid_400_8510_1324,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,冯家湾社区,0,1,False,True,管网安全,1,安全韧性
108,grid_400_8491_1320,97,10,32,31,21,10,3,7,2,1,0,1,95,11,2,0,胜利二路社区,108,108,True,True,噪声,32,民生基础
12,grid_400_8533_1442,11,1,1,5,2,1,2,0,1,0,0,0,11,0,1,0,,0,0,False,False,住宅,5,民生基础
9,grid_400_8484_1340,5,4,1,2,2,0,0,1,1,2,0,0,8,1,0,0,三峡物流园社区,9,3,True,True,住宅,2,民生基础
1,grid_400_8478_1345,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,花溪路社区,1,1,True,True,管网安全,1,安全韧性
13,grid_400_8494_1364,12,1,7,3,1,1,0,0,1,0,0,0,12,1,0,0,,0,0,False,False,噪声,7,民生基础
1,grid_400_8533_1253,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,False,False,住宅,1,民生基础
3,grid_400_8497_1323,3,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,城东社区,3,3,True,True,住宅,1,民生基础
8,grid_400_8483_1340,4,4,2,0,0,2,0,4,0,0,0,0,8,0,0,0,,8,0,True,False,管网安全,4,民生基础
12,grid_400_8477_1345,9,3,4,0,1,3,1,2,1,0,0,0,9,1,2,0,花溪路社区,12,12,True,False,噪声,4,民生基础
1,grid_400_8508_1324,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,沙河社区,1,1,True,True,出行,1,民生基础
4,grid_400_8519_1325,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,丁家坝社区,0,4,False,True,住宅,4,民生基础
2,grid_400_8496_1323,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,深圳路社区,2,2,True,True,住宅,1,民生基础
2,grid_400_8490_1328,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,胡家冲社区,2,2,True,True,噪声,1,民生基础
2,grid_400_8482_1340,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,2,0,True,False,噪声,1,民生基础
10,grid_400_8507_1324,9,1,2,4,0,2,1,1,0,0,0,0,7,3,0,0,沙河社区,10,10,True,True,住宅,4,民生基础
2,grid_400_8466_1264,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,,0,0,False,False,出行,2,民生基础
5,grid_400_8532_1432,4,1,0,4,0,0,0,1,0,0,0,0,3,2,0,0,,0,0,False,False,住宅,4,民生基础
1,grid_400_8495_1323,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,东山社区,1,1,True,True,管网安全,1,安全韧性
1,grid_400_8489_1328,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,胡家冲社区,1,1,True,True,噪声,1,民生基础
10,grid_400_8481_1340,9,1,1,0,1,4,3,1,0,0,0,0,4,5,1,0,花艳社区,10,9,True,True,停车,4,民生基础
6,grid_400_8475_1345,6,0,1,1,1,2,1,0,0,0,0,0,5,0,1,0,,6,0,True,False,停车,2,民生基础
6,grid_400_8506_1324,5,1,4,0,0,0,1,1,0,0,0,0,6,0,0,0,沙河社区,6,6,True,True,噪声,4,民生基础
1,grid_400_8480_1348,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,False,False,住宅,1,民生基础
2,grid_400_8476_1389,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,,0,0,False,False,噪声,1,民生基础
6,grid_400_8494_1323,5,1,0,0,0,1,4,1,0,0,0,0,4,2,0,0,东山社区,6,6,True,True,出行,4,民生基础
20,grid_400_8482_1330,19,1,10,4,5,0,0,1,0,0,0,0,18,2,0,0,艾家嘴社区,20,20,True,True,噪声,10,民生基础
121,grid_400_8488_1328,100,21,34,28,10,19,9,2,13,6,0,0,107,8,6,0,胡家冲社区,121,121,True,True,噪声,34,民生基础
3,grid_400_8339_1268,3,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,,0,0,False,False,物业,3,民生基础
1,grid_400_8505_1324,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,沙河社区,1,1,True,True,出行安全,1,安全韧性
1,grid_400_8496_1305,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,False,False,停车,1,民生基础
2,grid_400_8512_1327,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,东城社区,0,2,False,True,出行安全,2,安全韧性
6,grid_400_8481_1330,5,1,1,0,0,1,3,1,0,0,0,0,5,1,0,0,王家河社区,6,6,True,True,出行,3,民生基础
12,grid_400_8487_1328,9,3,0,2,2,4,1,2,1,0,0,0,11,1,0,0,魏家湾社区,12,11,True,True,停车,4,民生基础
1,grid_400_8442_1348,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,住宅,1,民生基础
4,grid_400_8495_1305,4,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,,0,0,False,False,噪声,1,民生基础
25,grid_400_8492_1323,16,9,6,2,3,4,1,2,4,0,3,0,12,13,0,0,体育场路社区,25,25,True,True,噪声,6,民生基础
4,grid_400_8516_1330,3,1,3,0,0,0,0,1,0,0,0,0,3,1,0,0,黄金卡社区,0,4,False,True,噪声,3,民生基础
26,grid_400_8486_1328,26,0,13,7,2,3,1,0,0,0,0,0,25,0,1,0,合益路社区,26,26,True,False,噪声,13,民生基础
2,grid_400_8445_1392,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,,0,0,False,False,住宅,1,民生基础
7,grid_400_8435_1353,2,5,0,0,2,0,0,5,0,0,0,0,0,7,0,0,,0,0,False,False,管网安全,5,安全韧性
30,grid_400_8504_1329,20,10,3,4,3,5,5,1,9,0,0,0,19,4,7,0,朝阳路社区,30,30,True,True,出行安全,9,民生基础
3,grid_400_8469_1430,1,2,0,0,1,0,0,1,1,0,0,0,3,0,0,0,,0,0,False,False,物业,1,安全韧性
1,grid_400_8448_1351,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,双桥社区,0,1,False,True,噪声,1,民生基础
54,grid_400_8485_1328,42,12,11,4,5,20,2,2,7,3,0,0,45,4,5,0,韩家坝社区,54,18,True,True,停车,20,民生基础
16,grid_400_8498_1326,16,0,12,1,0,1,2,0,0,0,0,0,12,3,1,0,青岛路社区,16,16,True,True,噪声,12,民生基础
11,grid_400_8509_1327,9,2,2,0,0,0,7,0,1,1,0,0,11,0,0,0,沙河社区,11,11,True,True,出行,7,民生基础
4,grid_400_8447_1351,3,1,0,0,0,2,1,1,0,0,0,0,1,3,0,0,桐岭社区,0,4,False,True,停车,2,民生基础
6,grid_400_8514_1330,6,0,2,0,1,3,0,0,0,0,0,0,5,0,1,0,东城社区,0,6,False,False,停车,3,民生基础
18,grid_400_8484_1328,14,4,5,2,1,5,1,2,2,0,0,0,14,3,1,0,艾家嘴社区,18,13,True,False,噪声,5,民生基础
2,grid_400_8479_1392,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,,0,0,False,False,噪声,1,民生基础
5,grid_400_8497_1326,5,0,2,1,1,1,0,0,0,0,0,0,4,1,0,0,青岛路社区,5,5,True,True,噪声,2,民生基础
2,grid_400_8486_1310,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,五龙社区,0,2,False,True,物业,1,民生基础
3,grid_400_8533_1435,1,2,1,0,0,0,0,1,1,0,0,0,2,0,1,0,,0,0,False,False,噪声,1,安全韧性
27,grid_400_8483_1328,21,6,11,4,4,2,0,6,0,0,0,0,24,2,1,0,古塔社区,27,27,True,True,噪声,11,民生基础
2,grid_400_8478_1392,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,,0,0,False,False,噪声,1,民生基础
2,grid_400_8438_1433,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,False,False,噪声,2,民生基础
8,grid_400_8496_1326,7,1,7,0,0,0,0,0,1,0,0,0,7,0,1,0,珠海路社区,8,8,True,True,噪声,7,民生基础
18,grid_400_8513_1322,15,3,2,0,7,5,1,2,0,1,0,0,17,1,0,0,港虹社区,0,18,False,True,物业,7,民生基础
7,grid_400_8557_1473,5,2,2,0,2,0,1,1,1,0,0,0,6,0,1,0,,0,0,False,False,噪声,2,民生基础
1,grid_400_8507_1327,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,金斗山社区,1,1,True,True,物业,1,民生基础
1,grid_400_8496_1311,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,朱市街社区,0,1,False,True,出行,1,民生基础
2,grid_400_8477_1392,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,0,0,False,False,住宅,1,民生基础
12,grid_400_8545_1348,12,0,5,3,2,0,2,0,0,0,0,0,11,1,0,0,,0,0,False,False,噪声,5,民生基础
5,grid_400_8495_1326,5,0,3,0,0,2,0,0,0,0,0,0,5,0,0,0,学堂湾社区,5,5,True,True,噪声,3,民生基础
2,grid_400_8500_1329,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,汕头路社区,2,2,True,True,物业,1,民生基础
1,grid_400_8506_1327,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,金斗山社区,1,1,True,True,出行,1,民生基础
1,grid_400_8494_1334,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,黑虎山社区,1,1,True,True,停车,1,民生基础
33,grid_400_8494_1326,24,9,9,2,4,3,6,3,6,0,0,0,26,3,4,0,学堂湾社区,33,33,True,True,噪声,9,民生基础
44,grid_400_8482_1333,42,2,11,18,9,4,0,0,0,2,0,0,42,2,0,0,,44,0,True,False,住宅,18,民生基础
5,grid_400_8505_1327,3,2,2,0,1,0,0,2,0,0,0,0,3,2,0,0,金斗山社区,5,5,True,True,噪声,2,民生基础
20,grid_400_8501_1368,19,1,3,1,15,0,0,0,1,0,0,0,19,1,0,0,,0,0,False,False,物业,15,民生基础
